Year,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,DataValue,DataValueStdErr,LowConfidenceLimit,HighConfidenceLimit,SampleSize,Gender,Education,GeoLocation,DisplayOrder,DataValueAsNumericPercent
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Frequent,5.5,0.7,4.2,6.8,1908,Overall,High School,"(35.472031356, -97.521070214)",12,0.055
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,66.4,1.6,63.2,69.6,3243,Female,High School,"(35.466220975, -79.159250463)",8,0.664
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Ever,23.9,1.1,21.7,26.1,3092,Male,High School,"(40.130570048, -74.273691288)",11,0.239
1999,OK,Oklahoma,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.3,2.7,52,62.6,301,Female,High School,"(35.472031356, -97.521070214)",6,0.573
1999,TN,Tennessee,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,52.7,2.7,47.5,57.9,245,Female,High School,"(35.68094058, -85.774490914)",6,0.527
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,16.7,1.8,13.1,20.3,908,Female,High School,"(35.472031356, -97.521070214)",9,0.16699999999999998
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,8.9,2,4.9,12.9,498,Male,High School,"(34.748650124, -92.274490743)",12,0.08900000000000001
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Current,3.6,1,1.6,5.6,444,Female,High School,"(34.748650124, -92.274490743)",10,0.036000000000000004
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,15.5,1,13.6,17.4,6149,Overall,High School,"(35.466220975, -79.159250463)",9,0.155
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Ever,10.4,2.2,6.1,14.7,434,Female,High School,"(34.748650124, -92.274490743)",11,0.10400000000000001
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,22.2,2.1,18,26.4,716,Male,High School,"(35.68094058, -85.774490914)",9,0.222
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,30.7,2.7,25.5,35.9,818,Female,High School,"(32.745510099, -89.538030825)",7,0.307
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,13.8,1.1,11.6,16,6772,Overall,High School,"(40.130570048, -74.273691288)",9,0.138
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Ever,8.6,0.8,7,10.2,3184,Female,High School,"(40.130570048, -74.273691288)",11,0.086
1999,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,59.9,1.8,56.4,63.4,469,Overall,High School,"(32.745510099, -89.538030825)",4,0.599
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,16.1,1.8,12.5,19.7,710,Male,High School,"(32.745510099, -89.538030825)",9,0.161
1999,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,60.8,2.2,56.4,65.2,277,Female,High School,"(35.472031356, -97.521070214)",3,0.608
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Ever,27,2.6,21.9,32.1,917,Overall,High School,"(34.748650124, -92.274490743)",11,0.27
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Frequent,1.4,0.2,1,1.8,6598,Overall,High School,"(40.130570048, -74.273691288)",12,0.013999999999999999
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Current,22.6,2.4,17.8,27.4,742,Male,High School,"(35.68094058, -85.774490914)",10,0.226
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Ever,43.7,3.3,37.3,50.1,481,Male,High School,"(34.748650124, -92.274490743)",11,0.43700000000000006
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,16.9,2.1,12.7,21.1,818,Female,High School,"(32.745510099, -89.538030825)",9,0.16899999999999998
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,63.6,1.4,60.9,66.3,6687,Overall,High School,"(40.130570048, -74.273691288)",8,0.636
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.3,0,1.2,3271,Female,High School,"(40.130570048, -74.273691288)",12,0.006
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Ever,10.4,0.8,8.8,12,3235,Female,High School,"(35.466220975, -79.159250463)",11,0.10400000000000001
1999,TN,Tennessee,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,53.1,1.4,50.4,55.8,496,Overall,High School,"(35.68094058, -85.774490914)",4,0.531
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,71.9,2.6,66.9,76.9,929,Overall,High School,"(34.748650124, -92.274490743)",8,0.7190000000000001
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,77.2,1.2,74.8,79.6,1503,Overall,High School,"(32.745510099, -89.538030825)",8,0.772
1999,MS,Mississippi,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.4,3.1,54.3,66.5,234,Female,High School,"(32.745510099, -89.538030825)",6,0.604
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Current,23.2,1.7,19.9,26.5,967,Male,High School,"(35.472031356, -97.521070214)",10,0.23199999999999998
1999,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,49.9,2.7,44.6,55.2,855,Male,High School,"(35.466220975, -79.159250463)",2,0.499
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,4.8,1.1,2.7,6.9,944,Overall,High School,"(34.748650124, -92.274490743)",12,0.048
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Frequent,3.2,0.5,2.2,4.2,1550,Overall,High School,"(32.745510099, -89.538030825)",12,0.032
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,31.6,1.1,29.4,33.8,6149,Overall,High School,"(35.466220975, -79.159250463)",7,0.316
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Ever,11.7,1.3,9.2,14.2,927,Female,High School,"(35.472031356, -97.521070214)",11,0.11699999999999999
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,19.9,2,16,23.8,688,Female,High School,"(35.68094058, -85.774490914)",9,0.19899999999999998
1999,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.9,1.6,48.8,55,925,Female,High School,"(35.466220975, -79.159250463)",6,0.519
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,27.6,1.3,25,30.2,6772,Overall,High School,"(40.130570048, -74.273691288)",7,0.276
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Current,2.4,0.6,1.2,3.6,937,Female,High School,"(35.472031356, -97.521070214)",10,0.024
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,13.3,1.5,10.3,16.3,3363,Female,High School,"(40.130570048, -74.273691288)",9,0.133
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Current,5.4,0.6,4.2,6.6,3271,Female,High School,"(40.130570048, -74.273691288)",10,0.054000000000000006
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,36.4,2,32.5,40.3,1407,Overall,High School,"(35.68094058, -85.774490914)",7,0.364
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.4,0,1.3,712,Female,High School,"(35.68094058, -85.774490914)",12,0.006
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Frequent,6.4,0.9,4.6,8.2,710,Male,High School,"(32.745510099, -89.538030825)",12,0.064
1999,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,52.7,1.9,49,56.4,878,Female,High School,"(35.466220975, -79.159250463)",3,0.527
1999,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,46.8,1.5,43.9,49.7,1833,Overall,High School,"(35.466220975, -79.159250463)",4,0.46799999999999997
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Frequent,3.8,0.5,2.8,4.8,3115,Male,High School,"(35.466220975, -79.159250463)",12,0.038
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Current,7.9,0.8,6.4,9.4,6423,Overall,High School,"(35.466220975, -79.159250463)",10,0.079
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Ever,16.1,0.8,14.5,17.7,6310,Overall,High School,"(40.130570048, -74.273691288)",11,0.161
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,68.2,1.2,65.9,70.5,6347,Overall,High School,"(35.466220975, -79.159250463)",8,0.682
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,26.4,1.5,23.4,29.4,3373,Male,High School,"(40.130570048, -74.273691288)",7,0.264
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,33,1.6,29.8,36.2,1828,Overall,High School,"(35.472031356, -97.521070214)",7,0.33
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,35.9,1.8,32.4,39.4,716,Male,High School,"(35.68094058, -85.774490914)",7,0.359
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,16.3,1.1,14.1,18.5,2956,Male,High School,"(35.466220975, -79.159250463)",9,0.163
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,32.5,1.7,29.2,35.8,1536,Overall,High School,"(32.745510099, -89.538030825)",7,0.325
1999,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.2,1.8,47.7,54.7,1742,Overall,High School,"(35.466220975, -79.159250463)",1,0.512
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,14.1,1.4,11.3,16.9,3373,Male,High School,"(40.130570048, -74.273691288)",9,0.141
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,16.5,1.4,13.7,19.3,1828,Overall,High School,"(35.472031356, -97.521070214)",9,0.165
1999,TN,Tennessee,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,52.2,3.1,46.1,58.3,482,Overall,High School,"(35.68094058, -85.774490914)",1,0.522
1999,NJ,New Jersey,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,56.4,4,48.6,64.2,720,Female,High School,"(40.130570048, -74.273691288)",3,0.564
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Current,15.6,1.1,13.4,17.8,3281,Male,High School,"(40.130570048, -74.273691288)",10,0.156
1999,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.4,2.8,45.9,56.9,244,Male,High School,"(35.472031356, -97.521070214)",2,0.514
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,28.4,1.7,25.1,31.7,3363,Female,High School,"(40.130570048, -74.273691288)",7,0.284
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,66.8,2.4,62,71.6,930,Female,High School,"(35.472031356, -97.521070214)",8,0.6679999999999999
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,14.8,1.1,12.6,17,3174,Female,High School,"(35.466220975, -79.159250463)",9,0.14800000000000002
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,33.4,1.3,30.8,36,2956,Male,High School,"(35.466220975, -79.159250463)",7,0.33399999999999996
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,31.8,2,27.8,35.8,916,Male,High School,"(35.472031356, -97.521070214)",7,0.318
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Ever,33.3,2.4,28.6,38,1417,Overall,High School,"(35.68094058, -85.774490914)",11,0.33299999999999996
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,63.8,1.9,60.1,67.5,3326,Female,High School,"(40.130570048, -74.273691288)",8,0.638
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,34.4,2.1,30.2,38.6,710,Male,High School,"(32.745510099, -89.538030825)",7,0.344
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Frequent,10.3,1.2,7.9,12.7,967,Male,High School,"(35.472031356, -97.521070214)",12,0.10300000000000001
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Ever,32.9,1.8,29.4,36.4,2998,Male,High School,"(35.466220975, -79.159250463)",11,0.32899999999999996
1999,NJ,New Jersey,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,48.3,2.2,43.9,52.7,1604,Overall,High School,"(40.130570048, -74.273691288)",4,0.483
1999,TN,Tennessee,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,56.4,3.8,48.9,63.9,247,Male,High School,"(35.68094058, -85.774490914)",2,0.564
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Current,24.4,3.2,18.2,30.6,498,Male,High School,"(34.748650124, -92.274490743)",10,0.244
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Ever,50.2,2.3,45.6,54.8,954,Male,High School,"(35.472031356, -97.521070214)",11,0.502
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,70,3.7,62.7,77.3,433,Female,High School,"(34.748650124, -92.274490743)",8,0.7
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Ever,72.9,2,68.9,76.9,1438,Overall,High School,"(35.68094058, -85.774490914)",8,0.7290000000000001
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.5,0,1.6,444,Female,High School,"(34.748650124, -92.274490743)",12,0.006999999999999999
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,73.6,2,69.7,77.5,788,Female,High School,"(32.745510099, -89.538030825)",8,0.736
1999,OK,Oklahoma,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,53.9,2.2,49.6,58.2,578,Overall,High School,"(35.472031356, -97.521070214)",4,0.539
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.3,0,0.9,937,Female,High School,"(35.472031356, -97.521070214)",12,0.004
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,73.8,2.4,69.1,78.5,494,Male,High School,"(34.748650124, -92.274490743)",8,0.738
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Ever,18.2,3,12.4,24,698,Female,High School,"(35.68094058, -85.774490914)",11,0.182
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Frequent,2,0.3,1.5,2.5,3281,Male,High School,"(40.130570048, -74.273691288)",12,0.02
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.2,0.1,0.7,3282,Female,High School,"(35.466220975, -79.159250463)",12,0.004
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Frequent,2.1,0.3,1.6,2.6,6423,Overall,High School,"(35.466220975, -79.159250463)",12,0.021
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Ever,7.6,1.7,4.3,10.9,787,Female,High School,"(32.745510099, -89.538030825)",11,0.076
2000,DE,Delaware,Cigarette Use (Youth),Smoking Status,Ever,65.7,1.4,62.9,68.4,1587,Male,High School,"(39.008830667, -75.577741168)",8,0.657
2000,TX,Texas,Smokeless Tobacco Use (Youth),User Status,Frequent,2.8,0.9,1.2,4.5,2260,Overall,High School,"(31.827240407, -99.426770206)",12,0.027999999999999997
2000,CA,California,Smokeless Tobacco Use (Youth),User Status,Ever,5.9,1.4,3.2,8.5,1434,Female,High School,"(37.638640123, -120.999999538)",11,0.059000000000000004
2000,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,Frequent,4.9,0.9,3.2,6.6,1284,Overall,High School,"(37.645970271, -84.774971048)",12,0.049
2000,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Ever,39.3,2.1,35.3,43.4,1549,Male,High School,"(41.641040988001, -99.365720623)",11,0.39299999999999996
2000,AL,Alabama,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,63.9,5.2,53.7,74.2,172,Female,High School,"(32.840571122, -86.631860762)",3,0.639
2000,DE,Delaware,Smokeless Tobacco Use (Youth),User Status,Ever,19.3,1.2,16.9,21.6,1590,Male,High School,"(39.008830667, -75.577741168)",11,0.193
2000,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,Current,15.2,2.1,11.2,19.3,779,Male,High School,"(38.3477403, -98.200781227)",10,0.152
2000,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,61.9,3.3,55.4,68.3,1028,Female,High School,"(41.56266102, -72.649840952)",8,0.619
2000,CO,Colorado,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,61.5,5.2,51.3,71.6,165,Female,High School,"(38.843840757, -106.133610921)",3,0.615
2000,NY,New York,Cigarette Use (Youth),Smoking Status,Frequent,13.7,1.6,10.6,16.7,1157,Male,High School,"(42.827001032, -75.543970427)",9,0.13699999999999998
2000,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Ever,26.2,1.3,23.7,28.7,3203,Overall,High School,"(41.641040988001, -99.365720623)",11,0.262
2000,WI,Wisconsin,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.5,4.8,45.2,63.8,182,Male,High School,"(44.393191174, -89.816370742)",5,0.545
2000,IA,Iowa,Smokeless Tobacco Use (Youth),User Status,Current,2.2,0.5,1.1,3.2,707,Female,High School,"(42.469400913, -93.816490556)",10,0.022000000000000002
2000,TX,Texas,Cigarette Use (Youth),Smoking Status,Ever,68.7,3,62.8,74.6,1180,Male,High School,"(31.827240407, -99.426770206)",8,0.687
2000,KY,Kentucky,Cigarette Use (Youth),Smoking Status,Ever,74.1,3.3,67.8,80.5,590,Female,High School,"(37.645970271, -84.774971048)",8,0.741
2000,DE,Delaware,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,64.8,2.7,59.5,70,430,Female,High School,"(39.008830667, -75.577741168)",3,0.648
2000,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,12.7,1.5,9.8,15.5,1556,Overall,High School,"(38.3477403, -98.200781227)",9,0.127
2000,MN,Minnesota,Cigarette Use (Youth),Smoking Status,Ever,64.7,1.1,62.5,66.8,7332,Overall,High School,"(46.355648736, -94.794200503)",8,0.647
2000,NY,New York,Cigarette Use (Youth),Smoking Status,Current,24.8,2.3,20.2,29.4,1157,Male,High School,"(42.827001032, -75.543970427)",7,0.248
2000,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Ever,28.4,2.6,23.4,33.4,1336,Overall,High School,"(34.748650124, -92.274490743)",11,0.284
2000,IN,Indiana,Cigarette Use (Youth),Smoking Status,Frequent,17.1,1.3,14.7,19.6,1370,Overall,High School,"(39.766910452, -86.149960194)",9,0.171
2000,CO,Colorado,Smokeless Tobacco Use (Youth),User Status,Current,3.1,0.7,1.8,4.5,769,Female,High School,"(38.843840757, -106.133610921)",10,0.031
2000,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,Ever,20,2.5,15.1,24.8,1393,Overall,High School,"(39.766910452, -86.149960194)",11,0.2
2000,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Current,9.1,1.2,6.7,11.4,1650,Overall,High School,"(32.745510099, -89.538030825)",10,0.091
2000,WI,Wisconsin,Cigarette Use (Youth),Smoking Status,Frequent,19.8,1.5,16.8,22.8,1284,Overall,High School,"(44.393191174, -89.816370742)",9,0.198
2000,WV,West Virginia,Cigarette Use (Youth),Smoking Status,Frequent,23.9,2.1,19.9,28,800,Female,High School,"(38.665510202, -80.712640135)",9,0.239
2000,MN,Minnesota,Cigarette Use (Youth),Smoking Status,Frequent,16.7,1.3,14.2,19.3,3800,Female,High School,"(46.355648736, -94.794200503)",9,0.16699999999999998
2000,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Frequent,21,1.9,17.3,24.6,1339,Overall,High School,"(34.748650124, -92.274490743)",9,0.21
2000,CA,California,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,68,2.5,63.2,72.8,310,Male,High School,"(37.638640123, -120.999999538)",5,0.68
2000,CA,California,Cigarette Use (Youth),Smoking Status,Frequent,6.9,1,4.9,9,1513,Male,High School,"(37.638640123, -120.999999538)",9,0.069
2000,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,Ever,16.9,1,15,18.8,3835,Female,High School,"(46.355648736, -94.794200503)",11,0.16899999999999998
