Year,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,DataValue,DataValueStdErr,LowConfidenceLimit,HighConfidenceLimit,SampleSize,Gender,Education,GeoLocation,DisplayOrder,DataValueAsNumericPercent
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,4.8,0.6,3.6,6,1883,Overall,Middle School,"(32.745510099, -89.538030825)",9,0.048
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,3.5,0.8,2,5,641,Female,Middle School,"(32.839681093, -83.627580346)",9,0.035
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Ever,36.9,3.4,30.2,43.6,1872,Overall,Middle School,"(44.353130053, -100.373530637)",8,0.369
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,60.3,2.5,55.4,65.2,900,Male,Middle School,"(32.745510099, -89.538030825)",8,0.603
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,41.6,2,37.7,45.5,2729,Male,Middle School,"(35.466220975, -79.159250463)",8,0.41600000000000004
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,19.4,1.3,16.8,22,986,Female,Middle School,"(32.745510099, -89.538030825)",7,0.19399999999999998
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,53.7,2.6,48.6,58.8,1001,Female,Middle School,"(32.745510099, -89.538030825)",8,0.537
1999,SD,South Dakota,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.9,3.6,51.8,66,246,Overall,Middle School,"(44.353130053, -100.373530637)",4,0.589
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,60.2,3.7,53,67.4,400,Overall,Middle School,"(34.748650124, -92.274490743)",8,0.602
1999,SD,South Dakota,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,67,5.8,55.6,78.4,98,Female,Middle School,"(44.353130053, -100.373530637)",6,0.67
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,4.6,0.6,3.5,5.7,1507,Overall,Middle School,"(38.635790776, -92.566300053)",10,0.046
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Current,10.1,2,6.1,14.1,663,Male,Middle School,"(35.68094058, -85.774490914)",10,0.10099999999999999
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,2.2,0.4,1.5,2.9,4199,Male,Middle School,"(40.130570048, -74.273691288)",9,0.022000000000000002
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Frequent,2.5,0.5,1.5,3.5,914,Male,Middle School,"(32.745510099, -89.538030825)",12,0.025
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Ever,18.4,1.1,16.3,20.5,2780,Male,Middle School,"(35.466220975, -79.159250463)",11,0.184
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Ever,27.3,2.4,22.5,32.1,406,Overall,Middle School,"(34.748650124, -92.274490743)",11,0.273
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,47.5,2.3,43,52,1492,Overall,Middle School,"(38.635790776, -92.566300053)",8,0.475
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Current,1.8,0.6,0.6,3,632,Female,Middle School,"(35.68094058, -85.774490914)",10,0.018000000000000002
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,51,2.4,46.2,55.8,613,Male,Middle School,"(32.839681093, -83.627580346)",8,0.51
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,36.9,1.2,34.6,39.2,2956,Female,Middle School,"(35.466220975, -79.159250463)",8,0.369
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Ever,13.2,0.6,12,14.4,5810,Overall,Middle School,"(35.466220975, -79.159250463)",11,0.132
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Frequent,1.4,0.3,0.9,1.9,2836,Male,Middle School,"(35.466220975, -79.159250463)",12,0.013999999999999999
1999,MO,Missouri,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.8,4.3,50.3,67.3,99,Male,Middle School,"(38.635790776, -92.566300053)",5,0.588
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Frequent,1.6,0.3,1,2.2,2100,Overall,Middle School,"(35.472031356, -97.521070214)",12,0.016
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Current,2.9,0.5,2,3.8,4153,Female,Middle School,"(40.130570048, -74.273691288)",10,0.028999999999999998
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Current,9.1,0.9,7.4,10.8,1928,Overall,Middle School,"(32.745510099, -89.538030825)",10,0.091
1999,NE,Nebraska,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.3,5.2,47.1,67.5,143,Female,Middle School,"(41.641040988001, -99.365720623)",6,0.573
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Ever,41.3,3.4,34.7,47.9,1094,Overall,Middle School,"(38.3477403, -98.200781227)",8,0.413
1999,OK,Oklahoma,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.8,5.9,40.2,63.4,166,Male,Middle School,"(35.472031356, -97.521070214)",5,0.518
1999,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,Ever,10.7,1.9,7,14.4,956,Female,Middle School,"(44.353130053, -100.373530637)",11,0.107
1999,NJ,New Jersey,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,49.3,3,43.5,55.1,292,Female,Middle School,"(40.130570048, -74.273691288)",3,0.493
1999,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,54.2,3.4,47.5,60.9,305,Female,Middle School,"(35.466220975, -79.159250463)",3,0.542
1999,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,Ever,8.1,1.2,5.7,10.5,543,Female,Middle School,"(38.3477403, -98.200781227)",11,0.081
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,4.3,1.6,1.2,7.4,594,Male,Middle School,"(32.839681093, -83.627580346)",9,0.043
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,48.9,2.9,43.2,54.6,996,Male,Middle School,"(35.472031356, -97.521070214)",8,0.489
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,59.4,3,53.5,65.3,208,Female,Middle School,"(34.748650124, -92.274490743)",8,0.594
1999,GA,Georgia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.3,9,38.6,74,84,Female,Middle School,"(32.839681093, -83.627580346)",6,0.563
1999,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Frequent,0.9,0.3,0.4,1.4,1722,Male,Middle School,"(41.641040988001, -99.365720623)",12,0.009000000000000001
1999,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Ever,8.3,0.6,7.1,9.5,1651,Female,Middle School,"(41.641040988001, -99.365720623)",11,0.083
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,4.4,1,2.4,6.4,1295,Overall,Middle School,"(32.839681093, -83.627580346)",10,0.044000000000000004
1999,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.5,0,1.4,963,Female,Middle School,"(44.353130053, -100.373530637)",12,0.005
1999,KS,Kansas,Smokeless Tobacco Use (Youth),User Status,Ever,26,4,18.1,33.9,561,Male,Middle School,"(38.3477403, -98.200781227)",11,0.26
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Ever,8.2,0.5,7.3,9.1,8166,Overall,Middle School,"(40.130570048, -74.273691288)",11,0.08199999999999999
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Ever,6.2,0.6,5.1,7.3,4112,Female,Middle School,"(40.130570048, -74.273691288)",11,0.062
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,15.8,2.4,11.1,20.5,1004,Female,Middle School,"(35.472031356, -97.521070214)",7,0.158
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,2,0.4,1.3,2.7,2935,Female,Middle School,"(35.466220975, -79.159250463)",9,0.02
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,3.9,1,1.9,5.9,1237,Overall,Middle School,"(32.839681093, -83.627580346)",9,0.039
1999,MO,Missouri,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,60.1,3.1,54.1,66.1,210,Overall,Middle School,"(38.635790776, -92.566300053)",4,0.601
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,4.1,1,2.2,6,1004,Female,Middle School,"(35.472031356, -97.521070214)",9,0.040999999999999995
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,34.7,1.8,31.2,38.2,8196,Overall,Middle School,"(40.130570048, -74.273691288)",8,0.34700000000000003
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Current,6.3,0.8,4.7,7.9,2836,Male,Middle School,"(35.466220975, -79.159250463)",10,0.063
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,3,1.4,0.3,5.7,202,Male,Middle School,"(34.748650124, -92.274490743)",12,0.03
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.2,0,0.4,728,Female,Middle School,"(38.635790776, -92.566300053)",12,0.001
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,6.6,1.1,4.5,8.7,980,Male,Middle School,"(35.472031356, -97.521070214)",9,0.066
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,4.4,0.8,2.9,5.9,1489,Overall,Middle School,"(38.635790776, -92.566300053)",9,0.044000000000000004
1999,SD,South Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,66,5.9,54.4,77.6,83,Female,Middle School,"(44.353130053, -100.373530637)",3,0.66
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,49.4,2,45.5,53.3,1243,Overall,Middle School,"(32.839681093, -83.627580346)",8,0.494
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,4.6,0.9,2.8,6.4,611,Male,Middle School,"(35.68094058, -85.774490914)",9,0.046
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,5.9,1,4,7.8,890,Male,Middle School,"(32.745510099, -89.538030825)",9,0.059000000000000004
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,13.7,1.2,11.3,16.1,1200,Overall,Middle School,"(35.68094058, -85.774490914)",7,0.13699999999999998
1999,NJ,New Jersey,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,49.6,3.2,43.4,55.8,351,Female,Middle School,"(40.130570048, -74.273691288)",6,0.496
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,1.8,0.5,0.8,2.8,413,Overall,Middle School,"(34.748650124, -92.274490743)",12,0.018000000000000002
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.1,0.5,0.9,8277,Overall,Middle School,"(40.130570048, -74.273691288)",12,0.006999999999999999
1999,KS,Kansas,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,48.6,2.9,42.9,54.3,158,Overall,Middle School,"(38.3477403, -98.200781227)",4,0.486
1999,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Current,4.7,0.5,3.8,5.6,1722,Male,Middle School,"(41.641040988001, -99.365720623)",10,0.047
1999,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,Ever,8.2,1.9,4.4,12,1065,Female,Middle School,"(35.472031356, -97.521070214)",11,0.08199999999999999
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,11,1,9,13,4153,Female,Middle School,"(40.130570048, -74.273691288)",7,0.11
1999,NJ,New Jersey,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,49.4,2.4,44.7,54.1,549,Overall,Middle School,"(40.130570048, -74.273691288)",1,0.494
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Ever,12.3,1.3,9.7,14.9,1282,Overall,Middle School,"(32.839681093, -83.627580346)",11,0.12300000000000001
1999,MO,Missouri,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.3,4.6,52.2,70.4,111,Female,Middle School,"(38.635790776, -92.566300053)",6,0.613
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Current,10,1.2,7.7,12.3,3255,Overall,Middle School,"(41.641040988001, -99.365720623)",7,0.1
1999,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,Ever,23.9,2.4,19.2,28.6,974,Male,Middle School,"(44.353130053, -100.373530637)",11,0.239
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,5.3,1.1,3.2,7.4,1139,Overall,Middle School,"(38.3477403, -98.200781227)",9,0.053
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.4,1,1507,Overall,Middle School,"(38.635790776, -92.566300053)",12,0.006999999999999999
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,23,1.6,19.8,26.2,1883,Overall,Middle School,"(32.745510099, -89.538030825)",7,0.23
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,3.2,0.4,2.4,4,5657,Overall,Middle School,"(35.466220975, -79.159250463)",9,0.032
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.4,0,1.4,663,Female,Middle School,"(32.839681093, -83.627580346)",12,0.006
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Frequent,0,0,0,0,1004,Female,Middle School,"(32.745510099, -89.538030825)",12,0
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,2.3,0.4,1.5,3.1,4153,Female,Middle School,"(40.130570048, -74.273691288)",9,0.023
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Ever,15.6,1.7,12.3,18.9,1254,Overall,Middle School,"(35.68094058, -85.774490914)",11,0.156
1999,SD,South Dakota,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54,5.2,43.9,64.1,146,Male,Middle School,"(44.353130053, -100.373530637)",5,0.54
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Ever,6.3,1.2,4,8.6,656,Female,Middle School,"(32.839681093, -83.627580346)",11,0.063
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,47.7,3.1,41.6,53.8,723,Female,Middle School,"(38.635790776, -92.566300053)",8,0.47700000000000004
1999,GA,Georgia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.9,7.1,38,65.8,163,Overall,Middle School,"(32.839681093, -83.627580346)",4,0.519
1999,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,Frequent,1.7,0.5,0.7,2.7,988,Male,Middle School,"(44.353130053, -100.373530637)",12,0.017
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,6.7,1.6,3.6,9.8,629,Male,Middle School,"(32.839681093, -83.627580346)",10,0.067
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Current,15.2,2.9,9.6,20.8,554,Female,Middle School,"(38.3477403, -98.200781227)",7,0.152
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Current,14.5,1.5,11.5,17.5,914,Male,Middle School,"(32.745510099, -89.538030825)",10,0.145
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,35.5,2.1,31.3,39.7,4091,Male,Middle School,"(40.130570048, -74.273691288)",8,0.355
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,Current,6,1.2,3.6,8.4,1298,Overall,Middle School,"(35.68094058, -85.774490914)",10,0.06
1999,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,56.2,4.2,47.9,64.5,266,Overall,Middle School,"(35.472031356, -97.521070214)",1,0.562
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Frequent,0.9,0.2,0.6,1.2,4101,Male,Middle School,"(40.130570048, -74.273691288)",12,0.009000000000000001
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,13.6,1.9,9.9,17.3,641,Female,Middle School,"(32.839681093, -83.627580346)",7,0.136
1999,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,Frequent,0.7,0.2,0.4,1,5893,Overall,Middle School,"(35.466220975, -79.159250463)",12,0.006999999999999999
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.5,0,1.5,211,Female,Middle School,"(34.748650124, -92.274490743)",12,0.005
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,46.2,2.9,40.6,51.8,2043,Overall,Middle School,"(35.472031356, -97.521070214)",8,0.462
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Current,14.5,2,10.6,18.4,962,Male,Middle School,"(44.353130053, -100.373530637)",7,0.145
1999,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,Current,5.6,1.1,3.5,7.7,1958,Overall,Middle School,"(44.353130053, -100.373530637)",10,0.055999999999999994
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,3.8,0.8,2.3,5.3,1200,Overall,Middle School,"(35.68094058, -85.774490914)",9,0.038
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,3.6,0.5,2.6,4.6,986,Female,Middle School,"(32.745510099, -89.538030825)",9,0.036000000000000004
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,33.8,1.8,30.2,37.4,4088,Female,Middle School,"(40.130570048, -74.273691288)",8,0.33799999999999997
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,9.9,1,8,11.8,4199,Male,Middle School,"(40.130570048, -74.273691288)",7,0.099
1999,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,57.9,5.8,46.6,69.2,119,Female,Middle School,"(35.472031356, -97.521070214)",3,0.579
1999,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,Current,5.7,0.5,4.8,6.6,4101,Male,Middle School,"(40.130570048, -74.273691288)",10,0.057
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,0.8,0.4,0.1,1.5,728,Female,Middle School,"(38.635790776, -92.566300053)",10,0.008
1999,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,Ever,18.8,1.4,16.1,21.5,1910,Overall,Middle School,"(32.745510099, -89.538030825)",11,0.188
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Ever,33.4,2.8,28,38.8,3270,Overall,Middle School,"(41.641040988001, -99.365720623)",8,0.33399999999999996
1999,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,Current,19.6,2.2,15.3,23.9,202,Male,Middle School,"(34.748650124, -92.274490743)",10,0.196
1999,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,Current,1.6,0.7,0.3,2.9,663,Female,Middle School,"(32.839681093, -83.627580346)",10,0.016
1999,NE,Nebraska,Smokeless Tobacco Use (Youth),User Status,Ever,12.2,0.6,11,13.4,3365,Overall,Middle School,"(41.641040988001, -99.365720623)",11,0.122
1999,GA,Georgia,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,45.8,7.2,31.7,59.9,81,Male,Middle School,"(32.839681093, -83.627580346)",2,0.45799999999999996
