Year,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,DataValue,DataValueStdErr,LowConfidenceLimit,HighConfidenceLimit,SampleSize,Gender,Education,GeoLocation,DisplayOrder,DataValueAsNumericPercent
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,51,2.4,46.2,55.8,613,Male,Middle School,"(32.839681093, -83.627580346)",8,0.51
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,36.9,1.2,34.6,39.2,2956,Female,Middle School,"(35.466220975, -79.159250463)",8,0.369
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Ever,41.3,3.4,34.7,47.9,1094,Overall,Middle School,"(38.3477403, -98.200781227)",8,0.413
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,36.8,3.1,30.7,42.9,688,Female,High School,"(35.68094058, -85.774490914)",7,0.368
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Ever,73.8,2,69.8,77.8,729,Male,High School,"(35.68094058, -85.774490914)",8,0.738
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,68.9,1.6,65.8,72,1882,Overall,High School,"(35.472031356, -97.521070214)",8,0.6890000000000001
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,4.3,1.6,1.2,7.4,594,Male,Middle School,"(32.839681093, -83.627580346)",9,0.043
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,48.9,2.9,43.2,54.6,996,Male,Middle School,"(35.472031356, -97.521070214)",8,0.489
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,80.9,1.6,77.8,84,708,Male,High School,"(32.745510099, -89.538030825)",8,0.809
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,71,1.9,67.2,74.8,948,Male,High School,"(35.472031356, -97.521070214)",8,0.71
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,59.4,3,53.5,65.3,208,Female,Middle School,"(34.748650124, -92.274490743)",8,0.594
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,70,1.1,67.8,72.2,3087,Male,High School,"(35.466220975, -79.159250463)",8,0.7
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,29.7,1.3,27.1,32.3,3174,Female,High School,"(35.466220975, -79.159250463)",7,0.297
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,15.8,2.4,11.1,20.5,1004,Female,Middle School,"(35.472031356, -97.521070214)",7,0.158
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,2,0.4,1.3,2.7,2935,Female,Middle School,"(35.466220975, -79.159250463)",9,0.02
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Frequent,3.9,1,1.9,5.9,1237,Overall,Middle School,"(32.839681093, -83.627580346)",9,0.039
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,4.1,1,2.2,6,1004,Female,Middle School,"(35.472031356, -97.521070214)",9,0.040999999999999995
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,66.4,1.6,63.2,69.6,3243,Female,High School,"(35.466220975, -79.159250463)",8,0.664
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,34.7,1.8,31.2,38.2,8196,Overall,Middle School,"(40.130570048, -74.273691288)",8,0.34700000000000003
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,6.6,1.1,4.5,8.7,980,Male,Middle School,"(35.472031356, -97.521070214)",9,0.066
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,4.4,0.8,2.9,5.9,1489,Overall,Middle School,"(38.635790776, -92.566300053)",9,0.044000000000000004
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,16.7,1.8,13.1,20.3,908,Female,High School,"(35.472031356, -97.521070214)",9,0.16699999999999998
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,49.4,2,45.5,53.3,1243,Overall,Middle School,"(32.839681093, -83.627580346)",8,0.494
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,4.6,0.9,2.8,6.4,611,Male,Middle School,"(35.68094058, -85.774490914)",9,0.046
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,5.9,1,4,7.8,890,Male,Middle School,"(32.745510099, -89.538030825)",9,0.059000000000000004
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,13.7,1.2,11.3,16.1,1200,Overall,Middle School,"(35.68094058, -85.774490914)",7,0.13699999999999998
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,15.5,1,13.6,17.4,6149,Overall,High School,"(35.466220975, -79.159250463)",9,0.155
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,22.2,2.1,18,26.4,716,Male,High School,"(35.68094058, -85.774490914)",9,0.222
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,11,1,9,13,4153,Female,Middle School,"(40.130570048, -74.273691288)",7,0.11
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,30.7,2.7,25.5,35.9,818,Female,High School,"(32.745510099, -89.538030825)",7,0.307
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,13.8,1.1,11.6,16,6772,Overall,High School,"(40.130570048, -74.273691288)",9,0.138
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,16.1,1.8,12.5,19.7,710,Male,High School,"(32.745510099, -89.538030825)",9,0.161
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Current,10,1.2,7.7,12.3,3255,Overall,Middle School,"(41.641040988001, -99.365720623)",7,0.1
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,5.3,1.1,3.2,7.4,1139,Overall,Middle School,"(38.3477403, -98.200781227)",9,0.053
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,16.9,2.1,12.7,21.1,818,Female,High School,"(32.745510099, -89.538030825)",9,0.16899999999999998
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,63.6,1.4,60.9,66.3,6687,Overall,High School,"(40.130570048, -74.273691288)",8,0.636
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,23,1.6,19.8,26.2,1883,Overall,Middle School,"(32.745510099, -89.538030825)",7,0.23
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,3.2,0.4,2.4,4,5657,Overall,Middle School,"(35.466220975, -79.159250463)",9,0.032
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,2.3,0.4,1.5,3.1,4153,Female,Middle School,"(40.130570048, -74.273691288)",9,0.023
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,47.7,3.1,41.6,53.8,723,Female,Middle School,"(38.635790776, -92.566300053)",8,0.47700000000000004
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,71.9,2.6,66.9,76.9,929,Overall,High School,"(34.748650124, -92.274490743)",8,0.7190000000000001
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,77.2,1.2,74.8,79.6,1503,Overall,High School,"(32.745510099, -89.538030825)",8,0.772
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Current,15.2,2.9,9.6,20.8,554,Female,Middle School,"(38.3477403, -98.200781227)",7,0.152
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,35.5,2.1,31.3,39.7,4091,Male,Middle School,"(40.130570048, -74.273691288)",8,0.355
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,13.6,1.9,9.9,17.3,641,Female,Middle School,"(32.839681093, -83.627580346)",7,0.136
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,31.6,1.1,29.4,33.8,6149,Overall,High School,"(35.466220975, -79.159250463)",7,0.316
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,19.9,2,16,23.8,688,Female,High School,"(35.68094058, -85.774490914)",9,0.19899999999999998
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,46.2,2.9,40.6,51.8,2043,Overall,Middle School,"(35.472031356, -97.521070214)",8,0.462
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Current,14.5,2,10.6,18.4,962,Male,Middle School,"(44.353130053, -100.373530637)",7,0.145
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,27.6,1.3,25,30.2,6772,Overall,High School,"(40.130570048, -74.273691288)",7,0.276
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,3.8,0.8,2.3,5.3,1200,Overall,Middle School,"(35.68094058, -85.774490914)",9,0.038
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,3.6,0.5,2.6,4.6,986,Female,Middle School,"(32.745510099, -89.538030825)",9,0.036000000000000004
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,33.8,1.8,30.2,37.4,4088,Female,Middle School,"(40.130570048, -74.273691288)",8,0.33799999999999997
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,13.3,1.5,10.3,16.3,3363,Female,High School,"(40.130570048, -74.273691288)",9,0.133
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,9.9,1,8,11.8,4199,Male,Middle School,"(40.130570048, -74.273691288)",7,0.099
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,36.4,2,32.5,40.3,1407,Overall,High School,"(35.68094058, -85.774490914)",7,0.364
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Ever,33.4,2.8,28,38.8,3270,Overall,Middle School,"(41.641040988001, -99.365720623)",8,0.33399999999999996
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,4.7,0.9,3,6.4,763,Male,Middle School,"(38.635790776, -92.566300053)",9,0.047
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Ever,32.2,3.1,26.2,38.2,1605,Female,Middle School,"(41.641040988001, -99.365720623)",8,0.322
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,68.2,1.2,65.9,70.5,6347,Overall,High School,"(35.466220975, -79.159250463)",8,0.682
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,26.4,1.5,23.4,29.4,3373,Male,High School,"(40.130570048, -74.273691288)",7,0.264
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,33,1.6,29.8,36.2,1828,Overall,High School,"(35.472031356, -97.521070214)",7,0.33
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,35.9,1.8,32.4,39.4,716,Male,High School,"(35.68094058, -85.774490914)",7,0.359
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,16.3,1.1,14.1,18.5,2956,Male,High School,"(35.466220975, -79.159250463)",9,0.163
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Ever,47.3,2.8,41.9,52.7,627,Female,Middle School,"(32.839681093, -83.627580346)",8,0.473
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Current,9.8,1.2,7.5,12.1,1602,Female,Middle School,"(41.641040988001, -99.365720623)",7,0.098
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,32.5,1.7,29.2,35.8,1536,Overall,High School,"(32.745510099, -89.538030825)",7,0.325
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Frequent,14.1,1.4,11.3,16.9,3373,Male,High School,"(40.130570048, -74.273691288)",9,0.141
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,17.9,2,13.9,21.9,980,Male,Middle School,"(35.472031356, -97.521070214)",7,0.179
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,5.4,0.8,3.8,7,1986,Overall,Middle School,"(35.472031356, -97.521070214)",9,0.054000000000000006
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Frequent,16.5,1.4,13.7,19.3,1828,Overall,High School,"(35.472031356, -97.521070214)",9,0.165
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Current,12.4,1.7,9,15.8,1910,Overall,Middle School,"(44.353130053, -100.373530637)",7,0.124
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,57.2,2.1,53,61.4,1908,Overall,Middle School,"(32.745510099, -89.538030825)",8,0.5720000000000001
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,26.1,2.4,21.3,30.9,890,Male,Middle School,"(32.745510099, -89.538030825)",7,0.261
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,28.4,1.7,25.1,31.7,3363,Female,High School,"(40.130570048, -74.273691288)",7,0.284
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,66.8,2.4,62,71.6,930,Female,High School,"(35.472031356, -97.521070214)",8,0.6679999999999999
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,14.8,1.1,12.6,17,3174,Female,High School,"(35.466220975, -79.159250463)",9,0.14800000000000002
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,33.4,1.3,30.8,36,2956,Male,High School,"(35.466220975, -79.159250463)",7,0.33399999999999996
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,13.7,1.6,10.6,16.8,763,Male,Middle School,"(38.635790776, -92.566300053)",7,0.13699999999999998
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,31.8,2,27.8,35.8,916,Male,High School,"(35.472031356, -97.521070214)",7,0.318
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Ever,63.8,1.9,60.1,67.5,3326,Female,High School,"(40.130570048, -74.273691288)",8,0.638
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Ever,34.5,2.6,29.4,39.6,1660,Male,Middle School,"(41.641040988001, -99.365720623)",8,0.345
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,34.4,2.1,30.2,38.6,710,Male,High School,"(32.745510099, -89.538030825)",7,0.344
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Ever,42.8,4.4,34.2,51.4,551,Male,Middle School,"(38.3477403, -98.200781227)",8,0.428
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Current,16.9,1.9,13.1,20.7,1986,Overall,Middle School,"(35.472031356, -97.521070214)",7,0.16899999999999998
1999,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,Current,10.5,0.9,8.7,12.3,8371,Overall,Middle School,"(40.130570048, -74.273691288)",7,0.105
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Current,13.5,1.9,9.7,17.3,611,Male,Middle School,"(35.68094058, -85.774490914)",7,0.135
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,13.8,1.7,10.5,17.1,1237,Overall,Middle School,"(32.839681093, -83.627580346)",7,0.138
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Frequent,3.1,0.6,1.9,4.3,1647,Male,Middle School,"(41.641040988001, -99.365720623)",9,0.031
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,39.3,1.3,36.7,41.9,5692,Overall,Middle School,"(35.466220975, -79.159250463)",8,0.39299999999999996
1999,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,43.4,3.1,37.4,49.4,1046,Female,Middle School,"(35.472031356, -97.521070214)",8,0.434
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,70,3.7,62.7,77.3,433,Female,High School,"(34.748650124, -92.274490743)",8,0.7
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Ever,39.7,3.8,32.3,47.1,541,Female,Middle School,"(38.3477403, -98.200781227)",8,0.397
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Frequent,1,0.4,0.2,1.8,941,Female,Middle School,"(44.353130053, -100.373530637)",9,0.01
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Current,10.2,1.3,7.7,12.7,1647,Male,Middle School,"(41.641040988001, -99.365720623)",7,0.102
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Current,16.1,2.8,10.7,21.5,1139,Overall,Middle School,"(38.3477403, -98.200781227)",7,0.161
1999,GA,Georgia,Cigarette Use (Youth),Smoking Status,Current,13.9,2.1,9.8,18,594,Male,Middle School,"(32.839681093, -83.627580346)",7,0.139
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Ever,72.9,2,68.9,76.9,1438,Overall,High School,"(35.68094058, -85.774490914)",8,0.7290000000000001
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Frequent,2.2,0.5,1.2,3.2,1910,Overall,Middle School,"(44.353130053, -100.373530637)",9,0.022000000000000002
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Frequent,2.9,0.9,1.1,4.7,586,Female,Middle School,"(35.68094058, -85.774490914)",9,0.028999999999999998
1999,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,4.5,0.7,3.2,5.8,2715,Male,Middle School,"(35.466220975, -79.159250463)",9,0.045
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,5.3,1,3.3,7.3,554,Female,Middle School,"(38.3477403, -98.200781227)",9,0.053
1999,TN,Tennessee,Cigarette Use (Youth),Smoking Status,Ever,41,3.5,34.2,47.8,612,Female,Middle School,"(35.68094058, -85.774490914)",8,0.41
1999,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Ever,73.6,2,69.7,77.5,788,Female,High School,"(32.745510099, -89.538030825)",8,0.736
1999,SD,South Dakota,Cigarette Use (Youth),Smoking Status,Ever,33.1,3.5,26.2,40,923,Female,Middle School,"(44.353130053, -100.373530637)",8,0.331
1999,NE,Nebraska,Cigarette Use (Youth),Smoking Status,Frequent,2.6,0.4,1.9,3.3,3255,Overall,Middle School,"(41.641040988001, -99.365720623)",9,0.026000000000000002
1999,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Ever,73.8,2.4,69.1,78.5,494,Male,High School,"(34.748650124, -92.274490743)",8,0.738
1999,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,16.3,2,12.3,20.3,718,Female,Middle School,"(38.635790776, -92.566300053)",7,0.163
1999,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,5.1,1.4,2.4,7.8,581,Male,Middle School,"(38.3477403, -98.200781227)",9,0.051
2000,DE,Delaware,Cigarette Use (Youth),Smoking Status,Ever,65.7,1.4,62.9,68.4,1587,Male,High School,"(39.008830667, -75.577741168)",8,0.657
2000,AZ,Arizona,Cigarette Use (Youth),Smoking Status,Ever,36.5,2.1,32.4,40.6,970,Female,Middle School,"(34.86597028, -111.763811277)",8,0.365
2000,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,Ever,52,1.8,48.5,55.5,1549,Overall,Middle School,"(35.472031356, -97.521070214)",8,0.52
2000,TX,Texas,Cigarette Use (Youth),Smoking Status,Ever,42.3,2.5,37.4,47.2,1029,Female,Middle School,"(31.827240407, -99.426770206)",8,0.423
2000,CT,Connecticut,Cigarette Use (Youth),Smoking Status,Ever,61.9,3.3,55.4,68.3,1028,Female,High School,"(41.56266102, -72.649840952)",8,0.619
2000,CA,California,Cigarette Use (Youth),Smoking Status,Ever,26.9,2.2,22.6,31.2,2840,Overall,Middle School,"(37.638640123, -120.999999538)",8,0.26899999999999996
2000,NY,New York,Cigarette Use (Youth),Smoking Status,Frequent,13.7,1.6,10.6,16.7,1157,Male,High School,"(42.827001032, -75.543970427)",9,0.13699999999999998
2000,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,19.2,1.8,15.7,22.7,802,Male,Middle School,"(32.745510099, -89.538030825)",7,0.192
2000,KY,Kentucky,Cigarette Use (Youth),Smoking Status,Ever,46.3,3.1,40.2,52.3,609,Female,Middle School,"(37.645970271, -84.774971048)",8,0.46299999999999997
2000,TX,Texas,Cigarette Use (Youth),Smoking Status,Ever,68.7,3,62.8,74.6,1180,Male,High School,"(31.827240407, -99.426770206)",8,0.687
2000,KY,Kentucky,Cigarette Use (Youth),Smoking Status,Ever,74.1,3.3,67.8,80.5,590,Female,High School,"(37.645970271, -84.774971048)",8,0.741
2000,KS,Kansas,Cigarette Use (Youth),Smoking Status,Frequent,12.7,1.5,9.8,15.5,1556,Overall,High School,"(38.3477403, -98.200781227)",9,0.127
2000,MN,Minnesota,Cigarette Use (Youth),Smoking Status,Ever,64.7,1.1,62.5,66.8,7332,Overall,High School,"(46.355648736, -94.794200503)",8,0.647
2000,NY,New York,Cigarette Use (Youth),Smoking Status,Current,24.8,2.3,20.2,29.4,1157,Male,High School,"(42.827001032, -75.543970427)",7,0.248
2000,IN,Indiana,Cigarette Use (Youth),Smoking Status,Frequent,17.1,1.3,14.7,19.6,1370,Overall,High School,"(39.766910452, -86.149960194)",9,0.171
2000,WY,Wyoming,Cigarette Use (Youth),Smoking Status,Current,15.6,1.3,13.1,18.2,829,Male,Middle School,"(43.235541343, -108.109830353)",7,0.156
2000,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Frequent,3.6,0.6,2.4,4.8,938,Female,Middle School,"(32.745510099, -89.538030825)",9,0.036000000000000004
2000,WI,Wisconsin,Cigarette Use (Youth),Smoking Status,Frequent,19.8,1.5,16.8,22.8,1284,Overall,High School,"(44.393191174, -89.816370742)",9,0.198
2000,WV,West Virginia,Cigarette Use (Youth),Smoking Status,Frequent,23.9,2.1,19.9,28,800,Female,High School,"(38.665510202, -80.712640135)",9,0.239
2000,MN,Minnesota,Cigarette Use (Youth),Smoking Status,Frequent,16.7,1.3,14.2,19.3,3800,Female,High School,"(46.355648736, -94.794200503)",9,0.16699999999999998
2000,AR,Arkansas,Cigarette Use (Youth),Smoking Status,Frequent,21,1.9,17.3,24.6,1339,Overall,High School,"(34.748650124, -92.274490743)",9,0.21
2000,CA,California,Cigarette Use (Youth),Smoking Status,Frequent,6.9,1,4.9,9,1513,Male,High School,"(37.638640123, -120.999999538)",9,0.069
2000,MS,Mississippi,Cigarette Use (Youth),Smoking Status,Current,18.1,1.2,15.8,20.4,1743,Overall,Middle School,"(32.745510099, -89.538030825)",7,0.18100000000000002
2000,KY,Kentucky,Cigarette Use (Youth),Smoking Status,Frequent,6.7,1.3,4.2,9.2,1226,Overall,Middle School,"(37.645970271, -84.774971048)",9,0.067
