Year ,LocationAbbr ,LocationDesc             ,TopicDesc         ,MeasureDesc                                               ,Response ,DataValue ,DataValueStdErr ,LowConfidenceLimit ,HighConfidenceLimit ,SampleSize ,Gender  ,Education     ,GeoLocation                        ,DisplayOrder ,DataValueAsNumericPercent
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,58.9      ,3.6             ,51.8               ,66                  ,246        ,Overall ,Middle School ,"(44.353130053, -100.373530637)"   ,           4 ,0.589
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,50.3      ,2.7             ,45                 ,55.6                ,274        ,Male    ,High School   ,"(35.472031356, -97.521070214)"    ,           5 ,0.503
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,67        ,5.8             ,55.6               ,78.4                ,98         ,Female  ,Middle School ,"(44.353130053, -100.373530637)"   ,           6 ,0.67
1999 ,MO           ,Missouri                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,58.8      ,4.3             ,50.3               ,67.3                ,99         ,Male    ,Middle School ,"(38.635790776, -92.566300053)"    ,           5 ,0.588
1999 ,NE           ,Nebraska                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,57.3      ,5.2             ,47.1               ,67.5                ,143        ,Female  ,Middle School ,"(41.641040988001, -99.365720623)" ,           6 ,0.573
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,51.8      ,5.9             ,40.2               ,63.4                ,166        ,Male    ,Middle School ,"(35.472031356, -97.521070214)"    ,           5 ,0.518
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.7      ,2.7             ,48.5               ,58.9                ,249        ,Male    ,High School   ,"(35.68094058, -85.774490914)"     ,           5 ,0.537
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,49.3      ,3               ,43.5               ,55.1                ,292        ,Female  ,Middle School ,"(40.130570048, -74.273691288)"    ,           3 ,0.493
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,54.2      ,3.4             ,47.5               ,60.9                ,305        ,Female  ,Middle School ,"(35.466220975, -79.159250463)"    ,           3 ,0.542
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,49.5      ,2.8             ,44.1               ,54.9                ,813        ,Female  ,High School   ,"(40.130570048, -74.273691288)"    ,           6 ,0.495
1999 ,GA           ,Georgia                  ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,56.3      ,9               ,38.6               ,74                  ,84         ,Female  ,Middle School ,"(32.839681093, -83.627580346)"    ,           6 ,0.563
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56.4      ,2.5             ,51.5               ,61.3                ,1405       ,Overall ,High School   ,"(40.130570048, -74.273691288)"    ,           1 ,0.564
1999 ,MO           ,Missouri                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,60.1      ,3.1             ,54.1               ,66.1                ,210        ,Overall ,Middle School ,"(38.635790776, -92.566300053)"    ,           4 ,0.601
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,57.3      ,2.7             ,52                 ,62.6                ,301        ,Female  ,High School   ,"(35.472031356, -97.521070214)"    ,           6 ,0.573
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,52.7      ,2.7             ,47.5               ,57.9                ,245        ,Female  ,High School   ,"(35.68094058, -85.774490914)"     ,           6 ,0.527
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,66        ,5.9             ,54.4               ,77.6                ,83         ,Female  ,Middle School ,"(44.353130053, -100.373530637)"   ,           3 ,0.66
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,49.6      ,3.2             ,43.4               ,55.8                ,351        ,Female  ,Middle School ,"(40.130570048, -74.273691288)"    ,           6 ,0.496
1999 ,KS           ,Kansas                   ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,48.6      ,2.9             ,42.9               ,54.3                ,158        ,Overall ,Middle School ,"(38.3477403, -98.200781227)"      ,           4 ,0.486
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,49.4      ,2.4             ,44.7               ,54.1                ,549        ,Overall ,Middle School ,"(40.130570048, -74.273691288)"    ,           1 ,0.494
1999 ,MS           ,Mississippi              ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,59.9      ,1.8             ,56.4               ,63.4                ,469        ,Overall ,High School   ,"(32.745510099, -89.538030825)"    ,           4 ,0.599
1999 ,MO           ,Missouri                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,61.3      ,4.6             ,52.2               ,70.4                ,111        ,Female  ,Middle School ,"(38.635790776, -92.566300053)"    ,           6 ,0.613
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,60.8      ,2.2             ,56.4               ,65.2                ,277        ,Female  ,High School   ,"(35.472031356, -97.521070214)"    ,           3 ,0.608
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.1      ,1.4             ,50.4               ,55.8                ,496        ,Overall ,High School   ,"(35.68094058, -85.774490914)"     ,           4 ,0.531
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,54        ,5.2             ,43.9               ,64.1                ,146        ,Male    ,Middle School ,"(44.353130053, -100.373530637)"   ,           5 ,0.54
1999 ,GA           ,Georgia                  ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,51.9      ,7.1             ,38                 ,65.8                ,163        ,Overall ,Middle School ,"(32.839681093, -83.627580346)"    ,           4 ,0.519
1999 ,MS           ,Mississippi              ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,60.4      ,3.1             ,54.3               ,66.5                ,234        ,Female  ,High School   ,"(32.745510099, -89.538030825)"    ,           6 ,0.604
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,49.9      ,2.7             ,44.6               ,55.2                ,855        ,Male    ,High School   ,"(35.466220975, -79.159250463)"    ,           2 ,0.499
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56.2      ,4.2             ,47.9               ,64.5                ,266        ,Overall ,Middle School ,"(35.472031356, -97.521070214)"    ,           1 ,0.562
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,51.9      ,1.6             ,48.8               ,55                  ,925        ,Female  ,High School   ,"(35.466220975, -79.159250463)"    ,           6 ,0.519
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,57.9      ,5.8             ,46.6               ,69.2                ,119        ,Female  ,Middle School ,"(35.472031356, -97.521070214)"    ,           3 ,0.579
1999 ,GA           ,Georgia                  ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,45.8      ,7.2             ,31.7               ,59.9                ,81         ,Male    ,Middle School ,"(32.839681093, -83.627580346)"    ,           2 ,0.45799999999999996
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,64.6      ,3.6             ,57.5               ,71.7                ,216        ,Overall ,Middle School ,"(44.353130053, -100.373530637)"   ,           1 ,0.6459999999999999
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,52.7      ,1.9             ,49                 ,56.4                ,878        ,Female  ,High School   ,"(35.466220975, -79.159250463)"    ,           3 ,0.527
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,46.8      ,1.5             ,43.9               ,49.7                ,1833       ,Overall ,High School   ,"(35.466220975, -79.159250463)"    ,           4 ,0.46799999999999997
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,49.2      ,4.1             ,41.2               ,57.2                ,256        ,Male    ,Middle School ,"(40.130570048, -74.273691288)"    ,           2 ,0.49200000000000005
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,51.2      ,2.5             ,46.3               ,56.1                ,656        ,Overall ,Middle School ,"(40.130570048, -74.273691288)"    ,           4 ,0.512
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,51.2      ,1.8             ,47.7               ,54.7                ,1742       ,Overall ,High School   ,"(35.466220975, -79.159250463)"    ,           1 ,0.512
1999 ,KS           ,Kansas                   ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,36.3      ,6.6             ,23.4               ,49.2                ,71         ,Male    ,Middle School ,"(38.3477403, -98.200781227)"      ,           2 ,0.363
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,52.2      ,3.1             ,46.1               ,58.3                ,482        ,Overall ,High School   ,"(35.68094058, -85.774490914)"     ,           1 ,0.522
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.6      ,4.6             ,44.5               ,62.7                ,146        ,Overall ,Middle School ,"(35.68094058, -85.774490914)"     ,           4 ,0.536
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56.4      ,4               ,48.6               ,64.2                ,720        ,Female  ,High School   ,"(40.130570048, -74.273691288)"    ,           3 ,0.564
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,52.9      ,4.4             ,44.2               ,61.6                ,324        ,Male    ,Middle School ,"(35.466220975, -79.159250463)"    ,           5 ,0.529
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,51.4      ,2.8             ,45.9               ,56.9                ,244        ,Male    ,High School   ,"(35.472031356, -97.521070214)"    ,           2 ,0.514
1999 ,GA           ,Georgia                  ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,59.2      ,5.8             ,47.8               ,70.6                ,75         ,Female  ,Middle School ,"(32.839681093, -83.627580346)"    ,           3 ,0.5920000000000001
1999 ,NE           ,Nebraska                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.9      ,5.1             ,44                 ,63.8                ,152        ,Male    ,Middle School ,"(41.641040988001, -99.365720623)" ,           5 ,0.539
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,52.8      ,7.3             ,38.5               ,67.1                ,70         ,Male    ,Middle School ,"(35.68094058, -85.774490914)"     ,           5 ,0.528
1999 ,KS           ,Kansas                   ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.6      ,5.4             ,43.1               ,64.1                ,72         ,Female  ,Middle School ,"(38.3477403, -98.200781227)"      ,           6 ,0.536
1999 ,KS           ,Kansas                   ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,45.4      ,4.3             ,36.9               ,53.9                ,84         ,Male    ,Middle School ,"(38.3477403, -98.200781227)"      ,           5 ,0.45399999999999996
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,52.7      ,3.8             ,45.3               ,60.1                ,294        ,Male    ,Middle School ,"(35.466220975, -79.159250463)"    ,           2 ,0.527
1999 ,SD           ,South Dakota             ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,64        ,5.1             ,54.1               ,73.9                ,130        ,Male    ,Middle School ,"(44.353130053, -100.373530637)"   ,           2 ,0.64
1999 ,NJ           ,New Jersey               ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,48.3      ,2.2             ,43.9               ,52.7                ,1604       ,Overall ,High School   ,"(40.130570048, -74.273691288)"    ,           4 ,0.483
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,56.9      ,4.1             ,48.9               ,64.9                ,303        ,Overall ,Middle School ,"(35.472031356, -97.521070214)"    ,           4 ,0.569
1999 ,TN           ,Tennessee                ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56.4      ,3.8             ,48.9               ,63.9                ,247        ,Male    ,High School   ,"(35.68094058, -85.774490914)"     ,           2 ,0.564
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,59.6      ,3.7             ,52.4               ,66.8                ,330        ,Female  ,Middle School ,"(35.466220975, -79.159250463)"    ,           6 ,0.596
1999 ,KS           ,Kansas                   ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,39.3      ,3.7             ,32.1               ,46.5                ,135        ,Overall ,Middle School ,"(38.3477403, -98.200781227)"      ,           1 ,0.39299999999999996
1999 ,NE           ,Nebraska                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,55.3      ,3.9             ,47.7               ,62.9                ,296        ,Overall ,Middle School ,"(41.641040988001, -99.365720623)" ,           4 ,0.5529999999999999
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,63.2      ,3.6             ,56.1               ,70.3                ,137        ,Female  ,Middle School ,"(35.472031356, -97.521070214)"    ,           6 ,0.632
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,56        ,2.8             ,50.5               ,61.5                ,655        ,Overall ,Middle School ,"(35.466220975, -79.159250463)"    ,           4 ,0.56
1999 ,OK           ,Oklahoma                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,53.9      ,2.2             ,49.6               ,58.2                ,578        ,Overall ,High School   ,"(35.472031356, -97.521070214)"    ,           4 ,0.539
1999 ,NC           ,North Carolina           ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,53.4      ,2.6             ,48.3               ,58.5                ,599        ,Overall ,Middle School ,"(35.466220975, -79.159250463)"    ,           1 ,0.534
2000 ,VT           ,Vermont                  ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,41.1      ,4.2             ,32.7               ,49.4                ,130        ,Overall ,Middle School ,"(43.625381239, -72.517640791)"    ,           1 ,0.41100000000000003
2000 ,AL           ,Alabama                  ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,63.9      ,5.2             ,53.7               ,74.2                ,172        ,Female  ,High School   ,"(32.840571122, -86.631860762)"    ,           3 ,0.639
2000 ,WI           ,Wisconsin                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,58.7      ,6.6             ,45.7               ,71.6                ,83         ,Female  ,Middle School ,"(44.393191174, -89.816370742)"    ,           6 ,0.5870000000000001
2000 ,CO           ,Colorado                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,61.5      ,5.2             ,51.3               ,71.6                ,165        ,Female  ,High School   ,"(38.843840757, -106.133610921)"   ,           3 ,0.615
2000 ,WI           ,Wisconsin                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,54.5      ,4.8             ,45.2               ,63.8                ,182        ,Male    ,High School   ,"(44.393191174, -89.816370742)"    ,           5 ,0.545
2000 ,CT           ,Connecticut              ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,50.3      ,4.7             ,41.2               ,59.5                ,156        ,Overall ,Middle School ,"(41.56266102, -72.649840952)"     ,           4 ,0.503
2000 ,DE           ,Delaware                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,64.8      ,2.7             ,59.5               ,70                  ,430        ,Female  ,High School   ,"(39.008830667, -75.577741168)"    ,           3 ,0.648
2000 ,MN           ,Minnesota                ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,52.1      ,4.5             ,43.2               ,60.9                ,159        ,Male    ,Middle School ,"(46.355648736, -94.794200503)"    ,           2 ,0.521
2000 ,IN           ,Indiana                  ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,55.1      ,5.1             ,45.2               ,65                  ,71         ,Female  ,Middle School ,"(39.766910452, -86.149960194)"    ,           6 ,0.551
2000 ,CA           ,California               ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,68        ,2.5             ,63.2               ,72.8                ,310        ,Male    ,High School   ,"(37.638640123, -120.999999538)"   ,           5 ,0.68
2000 ,WV           ,West Virginia            ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,57        ,4.3             ,48.7               ,65.4                ,237        ,Male    ,High School   ,"(38.665510202, -80.712640135)"    ,           5 ,0.57
2000 ,TX           ,Texas                    ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56        ,3.3             ,49.6               ,62.5                ,222        ,Female  ,High School   ,"(31.827240407, -99.426770206)"    ,           3 ,0.56
2000 ,HI           ,Hawaii                   ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,66.4      ,5.1             ,56.4               ,76.5                ,126        ,Male    ,High School   ,"(21.304850435, -157.857749403)"   ,           5 ,0.664
2000 ,DE           ,Delaware                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,64.3      ,2.5             ,59.5               ,69.1                ,487        ,Female  ,High School   ,"(39.008830667, -75.577741168)"    ,           6 ,0.643
2000 ,MS           ,Mississippi              ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,62.9      ,3.1             ,56.9               ,68.9                ,190        ,Male    ,High School   ,"(32.745510099, -89.538030825)"    ,           2 ,0.629
2000 ,CT           ,Connecticut              ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,56.4      ,3.5             ,49.5               ,63.3                ,373        ,Overall ,High School   ,"(41.56266102, -72.649840952)"     ,           1 ,0.564
2000 ,CT           ,Connecticut              ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,55.4      ,6               ,43.6               ,67.2                ,70         ,Female  ,Middle School ,"(41.56266102, -72.649840952)"     ,           3 ,0.5539999999999999
2000 ,TX           ,Texas                    ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,47        ,4.6             ,38                 ,56                  ,115        ,Male    ,Middle School ,"(31.827240407, -99.426770206)"    ,           2 ,0.47
2000 ,AR           ,Arkansas                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,61.5      ,2.6             ,56.4               ,66.5                ,424        ,Overall ,High School   ,"(34.748650124, -92.274490743)"    ,           4 ,0.615
2000 ,IN           ,Indiana                  ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,51.8      ,4.9             ,42.1               ,61.4                ,140        ,Overall ,Middle School ,"(39.766910452, -86.149960194)"    ,           4 ,0.518
2000 ,CA           ,California               ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,57.5      ,4.7             ,48.3               ,66.7                ,154        ,Overall ,Middle School ,"(37.638640123, -120.999999538)"   ,           1 ,0.575
2000 ,IN           ,Indiana                  ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,55.7      ,6.4             ,43.3               ,68.2                ,56         ,Male    ,Middle School ,"(39.766910452, -86.149960194)"    ,           2 ,0.557
2000 ,TN           ,Tennessee                ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,58.1      ,2.3             ,53.7               ,62.5                ,1334       ,Female  ,High School   ,"(35.68094058, -85.774490914)"     ,           3 ,0.581
2000 ,DC           ,District of Columbia     ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,65.1      ,4.9             ,55.5               ,74.7                ,72         ,Overall ,Middle School ,"(38.890371385, -77.031961127)"    ,           1 ,0.6509999999999999
2000 ,DE           ,Delaware                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,59.5      ,3.1             ,53.3               ,65.6                ,373        ,Male    ,High School   ,"(39.008830667, -75.577741168)"    ,           2 ,0.595
2000 ,MN           ,Minnesota                ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,59.3      ,3.4             ,52.7               ,65.9                ,177        ,Female  ,Middle School ,"(46.355648736, -94.794200503)"    ,           3 ,0.593
2000 ,MN           ,Minnesota                ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,61        ,1.4             ,58.2               ,63.7                ,2163       ,Overall ,High School   ,"(46.355648736, -94.794200503)"    ,           4 ,0.61
2000 ,MD           ,Maryland                 ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,55.7      ,0.8             ,54.1               ,57.3                ,7916       ,Overall ,High School   ,"(39.290580964, -76.609260111)"    ,           4 ,0.557
2000 ,DE           ,Delaware                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,66.3      ,3.3             ,59.9               ,72.7                ,256        ,Female  ,Middle School ,"(39.008830667, -75.577741168)"    ,           3 ,0.6629999999999999
2000 ,NY           ,New York                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,47.6      ,12              ,24                 ,71.2                ,70         ,Female  ,Middle School ,"(42.827001032, -75.543970427)"    ,           3 ,0.47600000000000003
2000 ,NH           ,New Hampshire            ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,46.9      ,4.4             ,38.4               ,55.5                ,141        ,Overall ,Middle School ,"(43.655950113, -71.50036092)"     ,           1 ,0.469
2000 ,NY           ,New York                 ,Cessation (Youth) ,Percent of Current Smokers Who Want to Quit               ,         ,66.7      ,3               ,60.9               ,72.6                ,208        ,Female  ,High School   ,"(42.827001032, -75.543970427)"    ,           3 ,0.667
2000 ,WV           ,West Virginia            ,Cessation (Youth) ,Quit Attempt in Past Year Among Current Cigarette Smokers ,         ,60        ,3.7             ,52.8               ,67.3                ,283        ,Overall ,Middle School ,"(38.665510202, -80.712640135)"    ,           4 ,0.6
